id,speaker_id,book_id,source_id,source_dir,noisy_wav,clean_wav,noisy_sr,clean_sr,noisy_duration_sec,clean_duration_sec,duration_diff_sec,valid,reason,noisy_pick_reason,clean_find_reason
39_121914_39-121914-0032,39,121914,39-121914-0032,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/39/121914/39-121914-0032,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/39/121914/39-121914-0032/39-121914-0032.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/39/121914/39-121914-0032.flac,16000,16000,15.045000,15.045000,0.000000,1,ok,priority,exact
39_121914_39-121914-0042,39,121914,39-121914-0042,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/39/121914/39-121914-0042,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/39/121914/39-121914-0042/39-121914-0042.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/39/121914/39-121914-0042.flac,16000,16000,14.830000,14.830000,0.000000,1,ok,priority,exact
39_121914_39-121914-0053,39,121914,39-121914-0053,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/39/121914/39-121914-0053,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/39/121914/39-121914-0053/39-121914-0053.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/39/121914/39-121914-0053.flac,16000,16000,14.890000,14.890000,0.000000,1,ok,priority,exact
39_121914_39-121914-0056,39,121914,39-121914-0056,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/39/121914/39-121914-0056,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/39/121914/39-121914-0056/39-121914-0056.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/39/121914/39-121914-0056.flac,16000,16000,4.315000,4.315000,0.000000,1,ok,priority,exact
39_121915_39-121915-0003,39,121915,39-121915-0003,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/39/121915/39-121915-0003,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/39/121915/39-121915-0003/39-121915-0003.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/39/121915/39-121915-0003.flac,16000,16000,9.280000,9.280000,0.000000,1,ok,priority,exact
39_121915_39-121915-0005,39,121915,39-121915-0005,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/39/121915/39-121915-0005,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/39/121915/39-121915-0005/39-121915-0005.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/39/121915/39-121915-0005.flac,16000,16000,15.275000,15.275000,0.000000,1,ok,priority,exact
39_121915_39-121915-0006,39,121915,39-121915-0006,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/39/121915/39-121915-0006,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/39/121915/39-121915-0006/39-121915-0006.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/39/121915/39-121915-0006.flac,16000,16000,13.860000,13.860000,0.000000,1,ok,priority,exact
39_121915_39-121915-0026,39,121915,39-121915-0026,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/39/121915/39-121915-0026,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/39/121915/39-121915-0026/39-121915-0026.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/39/121915/39-121915-0026.flac,16000,16000,3.440000,3.440000,0.000000,1,ok,priority,exact
39_121916_39-121916-0002,39,121916,39-121916-0002,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/39/121916/39-121916-0002,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/39/121916/39-121916-0002/39-121916-0002.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/39/121916/39-121916-0002.flac,16000,16000,15.760000,15.760000,0.000000,1,ok,priority,exact
39_121916_39-121916-0006,39,121916,39-121916-0006,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/39/121916/39-121916-0006,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/39/121916/39-121916-0006/39-121916-0006.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/39/121916/39-121916-0006.flac,16000,16000,13.470000,13.470000,0.000000,1,ok,priority,exact
39_121916_39-121916-0010,39,121916,39-121916-0010,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/39/121916/39-121916-0010,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/39/121916/39-121916-0010/39-121916-0010.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/39/121916/39-121916-0010.flac,16000,16000,11.900000,11.900000,0.000000,1,ok,priority,exact
39_121916_39-121916-0031,39,121916,39-121916-0031,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/39/121916/39-121916-0031,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/39/121916/39-121916-0031/39-121916-0031.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/39/121916/39-121916-0031.flac,16000,16000,5.405000,5.405000,0.000000,1,ok,priority,exact
3947_13260_3947-13260-0002,3947,13260,3947-13260-0002,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/3947/13260/3947-13260-0002,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/3947/13260/3947-13260-0002/3947-13260-0002.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/3947/13260/3947-13260-0002.flac,16000,16000,14.145000,14.145000,0.000000,1,ok,priority,exact
3947_13260_3947-13260-0005,3947,13260,3947-13260-0005,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/3947/13260/3947-13260-0005,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/3947/13260/3947-13260-0005/3947-13260-0005.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/3947/13260/3947-13260-0005.flac,16000,16000,15.835000,15.835000,0.000000,1,ok,priority,exact
3947_13260_3947-13260-0009,3947,13260,3947-13260-0009,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/3947/13260/3947-13260-0009,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/3947/13260/3947-13260-0009/3947-13260-0009.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/3947/13260/3947-13260-0009.flac,16000,16000,16.440000,16.440000,0.000000,1,ok,priority,exact
3947_13260_3947-13260-0028,3947,13260,3947-13260-0028,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/3947/13260/3947-13260-0028,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/3947/13260/3947-13260-0028/3947-13260-0028.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/3947/13260/3947-13260-0028.flac,16000,16000,11.240000,11.240000,0.000000,1,ok,priority,exact
3947_13260_3947-13260-0040,3947,13260,3947-13260-0040,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/3947/13260/3947-13260-0040,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/3947/13260/3947-13260-0040/3947-13260-0040.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/3947/13260/3947-13260-0040.flac,16000,16000,14.845000,14.845000,0.000000,1,ok,priority,exact
3947_13262_3947-13262-0005,3947,13262,3947-13262-0005,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/3947/13262/3947-13262-0005,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/3947/13262/3947-13262-0005/3947-13262-0005.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/3947/13262/3947-13262-0005.flac,16000,16000,7.460000,7.460000,0.000000,1,ok,priority,exact
3947_13262_3947-13262-0007,3947,13262,3947-13262-0007,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/3947/13262/3947-13262-0007,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/3947/13262/3947-13262-0007/3947-13262-0007.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/3947/13262/3947-13262-0007.flac,16000,16000,12.970000,12.970000,0.000000,1,ok,priority,exact
3947_13262_3947-13262-0037,3947,13262,3947-13262-0037,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/3947/13262/3947-13262-0037,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/3947/13262/3947-13262-0037/3947-13262-0037.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/3947/13262/3947-13262-0037.flac,16000,16000,11.450000,11.450000,0.000000,1,ok,priority,exact
3947_13262_3947-13262-0039,3947,13262,3947-13262-0039,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/3947/13262/3947-13262-0039,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/3947/13262/3947-13262-0039/3947-13262-0039.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/3947/13262/3947-13262-0039.flac,16000,16000,5.245000,5.245000,0.000000,1,ok,priority,exact
3947_13262_3947-13262-0042,3947,13262,3947-13262-0042,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/3947/13262/3947-13262-0042,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/3947/13262/3947-13262-0042/3947-13262-0042.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/3947/13262/3947-13262-0042.flac,16000,16000,7.140000,7.140000,0.000000,1,ok,priority,exact
3947_13262_3947-13262-0047,3947,13262,3947-13262-0047,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/3947/13262/3947-13262-0047,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/3947/13262/3947-13262-0047/3947-13262-0047.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/3947/13262/3947-13262-0047.flac,16000,16000,13.750000,13.750000,0.000000,1,ok,priority,exact
403_126855_403-126855-0007,403,126855,403-126855-0007,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/403/126855/403-126855-0007,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/403/126855/403-126855-0007/403-126855-0007.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/403/126855/403-126855-0007.flac,16000,16000,12.075000,12.075000,0.000000,1,ok,priority,exact
403_126855_403-126855-0014,403,126855,403-126855-0014,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/403/126855/403-126855-0014,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/403/126855/403-126855-0014/403-126855-0014.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/403/126855/403-126855-0014.flac,16000,16000,12.690000,12.690000,0.000000,1,ok,priority,exact
403_128339_403-128339-0009,403,128339,403-128339-0009,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/403/128339/403-128339-0009,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/403/128339/403-128339-0009/403-128339-0009.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/403/128339/403-128339-0009.flac,16000,16000,15.835000,15.835000,0.000000,1,ok,priority,exact
403_128339_403-128339-0018,403,128339,403-128339-0018,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/403/128339/403-128339-0018,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/403/128339/403-128339-0018/403-128339-0018.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/403/128339/403-128339-0018.flac,16000,16000,15.385000,15.385000,0.000000,1,ok,priority,exact
403_128339_403-128339-0023,403,128339,403-128339-0023,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/403/128339/403-128339-0023,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/403/128339/403-128339-0023/403-128339-0023.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/403/128339/403-128339-0023.flac,16000,16000,13.600000,13.600000,0.000000,1,ok,priority,exact
403_128339_403-128339-0028,403,128339,403-128339-0028,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/403/128339/403-128339-0028,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/403/128339/403-128339-0028/403-128339-0028.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/403/128339/403-128339-0028.flac,16000,16000,12.735000,12.735000,0.000000,1,ok,priority,exact
403_128339_403-128339-0039,403,128339,403-128339-0039,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/403/128339/403-128339-0039,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/403/128339/403-128339-0039/403-128339-0039.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/403/128339/403-128339-0039.flac,16000,16000,14.865000,14.865000,0.000000,1,ok,priority,exact
403_216_403-216-0010,403,216,403-216-0010,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/403/216/403-216-0010,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/403/216/403-216-0010/403-216-0010.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/403/216/403-216-0010.flac,16000,16000,15.130000,15.130000,0.000000,1,ok,priority,exact
403_216_403-216-0022,403,216,403-216-0022,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/403/216/403-216-0022,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/403/216/403-216-0022/403-216-0022.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/403/216/403-216-0022.flac,16000,16000,12.395000,12.395000,0.000000,1,ok,priority,exact
4051_10927_4051-10927-0021,4051,10927,4051-10927-0021,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/4051/10927/4051-10927-0021,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/4051/10927/4051-10927-0021/4051-10927-0021.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/4051/10927/4051-10927-0021.flac,16000,16000,15.845000,15.845000,0.000000,1,ok,priority,exact
4051_10927_4051-10927-0026,4051,10927,4051-10927-0026,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/4051/10927/4051-10927-0026,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/4051/10927/4051-10927-0026/4051-10927-0026.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/4051/10927/4051-10927-0026.flac,16000,16000,14.675000,14.675000,0.000000,1,ok,priority,exact
4051_11218_4051-11218-0012,4051,11218,4051-11218-0012,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/4051/11218/4051-11218-0012,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/4051/11218/4051-11218-0012/4051-11218-0012.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/4051/11218/4051-11218-0012.flac,16000,16000,11.390000,11.390000,0.000000,1,ok,priority,exact
4051_11218_4051-11218-0047,4051,11218,4051-11218-0047,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/4051/11218/4051-11218-0047,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/4051/11218/4051-11218-0047/4051-11218-0047.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/4051/11218/4051-11218-0047.flac,16000,16000,12.895000,12.895000,0.000000,1,ok,priority,exact
4051_11218_4051-11218-0049,4051,11218,4051-11218-0049,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/4051/11218/4051-11218-0049,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/4051/11218/4051-11218-0049/4051-11218-0049.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/4051/11218/4051-11218-0049.flac,16000,16000,14.330000,14.330000,0.000000,1,ok,priority,exact
4051_11218_4051-11218-0050,4051,11218,4051-11218-0050,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/4051/11218/4051-11218-0050,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/4051/11218/4051-11218-0050/4051-11218-0050.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/4051/11218/4051-11218-0050.flac,16000,16000,14.405000,14.405000,0.000000,1,ok,priority,exact
4051_11218_4051-11218-0053,4051,11218,4051-11218-0053,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/4051/11218/4051-11218-0053,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/4051/11218/4051-11218-0053/4051-11218-0053.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/4051/11218/4051-11218-0053.flac,16000,16000,13.615000,13.615000,0.000000,1,ok,priority,exact
412_126975_412-126975-0014,412,126975,412-126975-0014,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/412/126975/412-126975-0014,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/412/126975/412-126975-0014/412-126975-0014.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/412/126975/412-126975-0014.flac,16000,16000,13.100000,13.100000,0.000000,1,ok,priority,exact
412_126975_412-126975-0046,412,126975,412-126975-0046,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/412/126975/412-126975-0046,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/412/126975/412-126975-0046/412-126975-0046.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/412/126975/412-126975-0046.flac,16000,16000,13.870000,13.870000,0.000000,1,ok,priority,exact
412_126975_412-126975-0051,412,126975,412-126975-0051,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/412/126975/412-126975-0051,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/412/126975/412-126975-0051/412-126975-0051.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/412/126975/412-126975-0051.flac,16000,16000,13.775000,13.775000,0.000000,1,ok,priority,exact
412_126975_412-126975-0052,412,126975,412-126975-0052,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/412/126975/412-126975-0052,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/412/126975/412-126975-0052/412-126975-0052.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/412/126975/412-126975-0052.flac,16000,16000,15.950000,15.950000,0.000000,1,ok,priority,exact
412_126975_412-126975-0054,412,126975,412-126975-0054,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/412/126975/412-126975-0054,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/412/126975/412-126975-0054/412-126975-0054.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/412/126975/412-126975-0054.flac,16000,16000,14.800000,14.800000,0.000000,1,ok,priority,exact
412_126975_412-126975-0055,412,126975,412-126975-0055,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/412/126975/412-126975-0055,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/412/126975/412-126975-0055/412-126975-0055.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/412/126975/412-126975-0055.flac,16000,16000,13.430000,13.430000,0.000000,1,ok,priority,exact
412_126975_412-126975-0069,412,126975,412-126975-0069,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/412/126975/412-126975-0069,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/412/126975/412-126975-0069/412-126975-0069.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/412/126975/412-126975-0069.flac,16000,16000,14.465000,14.465000,0.000000,1,ok,priority,exact
412_126975_412-126975-0083,412,126975,412-126975-0083,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/412/126975/412-126975-0083,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/412/126975/412-126975-0083/412-126975-0083.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/412/126975/412-126975-0083.flac,16000,16000,12.685000,12.685000,0.000000,1,ok,priority,exact
412_126975_412-126975-0089,412,126975,412-126975-0089,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/412/126975/412-126975-0089,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/412/126975/412-126975-0089/412-126975-0089.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/412/126975/412-126975-0089.flac,16000,16000,14.175000,14.175000,0.000000,1,ok,priority,exact
426_122819_426-122819-0005,426,122819,426-122819-0005,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/426/122819/426-122819-0005,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/426/122819/426-122819-0005/426-122819-0005.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/426/122819/426-122819-0005.flac,16000,16000,9.645000,9.645000,0.000000,1,ok,priority,exact
426_122819_426-122819-0009,426,122819,426-122819-0009,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/426/122819/426-122819-0009,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/426/122819/426-122819-0009/426-122819-0009.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/426/122819/426-122819-0009.flac,16000,16000,14.535000,14.535000,0.000000,1,ok,priority,exact
426_122819_426-122819-0029,426,122819,426-122819-0029,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/426/122819/426-122819-0029,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/426/122819/426-122819-0029/426-122819-0029.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/426/122819/426-122819-0029.flac,16000,16000,13.265000,13.265000,0.000000,1,ok,priority,exact
426_122821_426-122821-0014,426,122821,426-122821-0014,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/426/122821/426-122821-0014,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/426/122821/426-122821-0014/426-122821-0014.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/426/122821/426-122821-0014.flac,16000,16000,14.830000,14.830000,0.000000,1,ok,priority,exact
426_122821_426-122821-0025,426,122821,426-122821-0025,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/426/122821/426-122821-0025,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/426/122821/426-122821-0025/426-122821-0025.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/426/122821/426-122821-0025.flac,16000,16000,14.950000,14.950000,0.000000,1,ok,priority,exact
426_122821_426-122821-0031,426,122821,426-122821-0031,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/426/122821/426-122821-0031,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/426/122821/426-122821-0031/426-122821-0031.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/426/122821/426-122821-0031.flac,16000,16000,13.385000,13.385000,0.000000,1,ok,priority,exact
426_122822_426-122822-0003,426,122822,426-122822-0003,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/426/122822/426-122822-0003,/home/jaewoo/MAIR/ryu/robot_denoising/2026-capstone-43/LRDSE/data/noisy/426/122822/426-122822-0003/426-122822-0003.wav,/home/jaewoo/MAIR/ryu/RIR/data/speech/LibriSpeech_10h_60spk/clean/426/122822/426-122822-0003.flac,16000,16000,16.455000,16.455000,0.000000,1,ok,priority,exact
